User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level,Calories Burned
1101.0,96.61,97.59,1301.16,3.5,Sedentary,2.0,45.540600000000005
3913.0,91.57,97.18,5344.95,7.07,Sedentary,6.0,187.07325
3571.0,73.88,96.58,6870.56,7.81,Highly_Active,9.0,309.1752
2636.0,80.89,97.27,2168.47,5.61,Sedentary,5.0,75.89645
4115.0,80.55,95.32,486.89,5.43,Active,7.0,19.4756
3864.0,61.0,99.6,357.53,8.03,Active,6.0,14.3012
4004.0,75.26,96.84,291.74,8.29,Active,5.45,11.6696
1329.0,87.42,100.0,985.76,3.56,Active,5.0,39.4304
4640.0,78.62,100.0,2448.13,4.91,Sedentary,9.0,85.68455000000002
2520.0,69.58,96.93,18366.74,4.37,Highly_Active,7.0,826.5033000000001
4886.0,77.17,96.39,306.65,7.59,Highly_Active,9.0,13.799249999999999
1011.0,79.5,96.71,5609.24,5.34,Highly_Active,6.0,252.4158
2341.0,90.5,93.85,7026.27,6.39,Sedentary,5.0,245.91945000000004
4663.0,92.37,97.16,389.43,8.14,Sedentary,7.0,13.63005
1215.0,71.42,97.24,9116.92,7.05,Sedentary,1.0,319.09220000000005
2799.0,99.12,98.28,3927.22,8.6,Sedentary,1.0,137.4527
3708.0,59.72,96.92,4177.45,4.94,Highly_Active,1.0,187.98524999999998
4152.0,65.88,98.44,4980.02,7.39,Sedentary,9.0,174.30070000000003
2750.0,50.17,95.3,9337.03,6.73,Sedentary,5.0,326.79605000000004
2508.0,65.53,98.15,10916.95,8.28,Sedentary,2.0,382.09325000000007
3421.0,78.09,96.67,565.28,7.29,Sedentary,5.0,19.7848
4023.0,43.26,98.25,11290.22,5.75,Active,7.0,451.6088
1709.0,81.56,98.92,13969.51,7.21,Highly_Active,1.0,628.6279499999999
1704.0,67.91,96.9,323.97,5.95,Active,1.0,12.958800000000002
4608.0,74.06,98.54,279.45,5.53,Highly_Active,10.0,12.575249999999999
3513.0,57.47,96.62,5603.42,6.33,Active,9.0,224.1368
2112.0,73.47,95.89,4807.46,6.87,Active,5.0,192.29840000000002
4726.0,69.0,100.0,2440.96,5.76,Sedentary,8.0,85.43360000000001
4642.0,41.81,98.41,6244.6,3.62,Highly_Active,5.0,281.007
4993.0,93.21,99.56,4946.08,6.2,Active,5.0,197.8432
1488.0,83.14,98.0,5371.07,6.88,Sedentary,5.0,187.98745
4948.0,76.41,98.0,7544.84,6.77,Active,2.0,301.7936
2561.0,83.52,100.0,5399.2,6.12,Highly_Active,1.0,242.96399999999997
1046.0,76.24,99.21,48.78,7.92,Sedentary,8.0,1.7073000000000003
4359.0,99.65,97.74,12992.31,6.97,Highly_Active,7.0,584.65395
1777.0,86.28,95.33,1572.11,7.4,Active,3.0,62.8844
2039.0,68.15,99.09,1840.06,3.74,Active,6.0,73.6024
1710.0,97.38,99.11,7308.33,6.24,Active,10.0,292.3332
1400.0,102.3,100.0,4547.28,6.29,Highly_Active,1.0,204.62759999999997
4990.0,88.66,97.35,5981.1,9.03,Highly_Active,7.0,269.1495
2817.0,81.1,96.86,4817.1,6.34,Active,5.0,192.68400000000003
4028.0,62.19,96.48,3787.34,5.51,Sedentary,3.0,132.5569
4157.0,85.28,96.15,4622.08,5.42,Highly_Active,10.0,207.9936
1249.0,80.82,98.98,1064.6,7.97,Highly_Active,7.0,47.907
4853.0,85.49,98.93,5985.58,5.22,Highly_Active,5.0,269.3511
1334.0,76.31,98.0,2366.12,7.88,Active,4.0,94.6448
1628.0,83.23,97.17,8734.02,7.09,Sedentary,6.0,305.69070000000005
4590.0,90.54,96.25,14848.04,6.15,Highly_Active,5.0,668.1618
1136.0,55.03,100.0,2461.49,4.51,Highly_Active,8.0,110.76704999999998
3930.0,59.63,98.45,2746.23,7.33,Sedentary,4.0,96.11805000000001
3735.0,61.32,100.0,4040.61,7.74,Active,2.0,161.6244
4911.0,104.1,98.95,1714.95,5.07,Highly_Active,5.0,77.17275
2521.0,84.5,97.27,11617.33,7.05,Highly_Active,7.0,522.77985
1826.0,85.9,97.17,6142.46,6.35,Sedentary,2.0,214.98610000000002
1726.0,91.94,96.4,411.15,5.17,Sedentary,4.0,14.39025
3641.0,44.43,100.0,5989.19,6.43,Sedentary,7.0,209.62165000000002
4294.0,74.06,97.39,15446.87,4.52,Active,5.0,617.8748
1989.0,88.46,99.32,4874.72,7.36,Sedentary,7.0,170.61520000000002
3419.0,72.04,97.3,6113.45,5.43,Sedentary,8.0,213.97075
1934.0,54.45,95.03,4242.05,5.49,Active,2.0,169.68200000000002
4042.0,61.42,96.86,3846.49,7.26,Sedentary,10.0,134.62715
1401.0,57.31,99.46,1724.03,5.82,Sedentary,4.0,60.34105
4561.0,57.61,98.0,1404.29,6.34,Active,2.0,56.1716
2296.0,66.79,95.75,637.88,5.72,Sedentary,10.0,22.3258
2182.0,60.35,97.51,5678.41,6.48,Active,10.0,227.1364
4223.0,78.83,97.5,11796.04,7.29,Highly_Active,2.0,530.8218
4042.0,74.44,95.66,5793.62,7.36,Sedentary,4.0,202.7767
3667.0,80.94,98.71,11442.76,8.33,Highly_Active,6.0,514.9242
3235.0,83.05,98.2,5351.15,4.24,Highly_Active,6.0,240.80174999999997
4884.0,84.65,97.44,4121.19,7.87,Highly_Active,5.45,185.45354999999998
2121.0,87.46,98.01,4260.43,5.99,Sedentary,9.0,149.11505000000002
1130.0,83.13,99.07,16.42,7.49,Highly_Active,1.0,0.7389
3852.0,79.47,99.11,3241.53,7.01,Highly_Active,9.0,145.86885
3983.0,87.76,100.0,7879.95,8.78,Highly_Active,1.0,354.59774999999996
1182.0,70.62,97.68,1564.3,7.13,Highly_Active,2.0,70.39349999999999
4030.0,62.08,96.71,4729.35,9.79,Sedentary,2.0,165.52725000000004
1363.0,61.76,99.72,245.63,5.04,Highly_Active,4.0,11.05335
1038.0,70.24,95.63,7911.85,6.54,Active,4.0,316.47400000000005
4598.0,71.5,98.17,10727.87,7.34,Active,9.0,429.11480000000006
4959.0,62.8,96.13,9642.77,4.9,Highly_Active,2.0,433.92465
3544.0,75.33,99.95,635.37,5.5,Sedentary,10.0,22.23795
4587.0,77.35,99.62,1990.74,8.0,Active,5.0,79.6296
2372.0,66.83,98.06,7466.28,5.76,Sedentary,7.0,261.31980000000004
4029.0,109.34,100.0,9960.45,7.81,Active,1.0,398.41800000000006
1920.0,79.99,96.52,2243.47,5.56,Sedentary,5.0,78.52145
4468.0,76.77,98.89,3648.97,9.53,Active,6.0,145.9588
3769.0,64.86,99.11,3029.13,2.99,Sedentary,5.0,106.01955000000001
4232.0,77.07,98.0,32.03,8.01,Active,4.0,1.2812000000000001
1015.0,78.61,97.44,6014.63,6.88,Highly_Active,10.0,270.65835
2449.0,96.28,100.0,2264.96,6.17,Sedentary,2.0,79.2736
2131.0,49.48,98.09,8148.43,3.61,Sedentary,2.0,285.19505000000004
3941.0,69.29,99.31,1946.42,7.03,Active,8.0,77.8568
4521.0,85.71,94.79,8799.9,5.6,Active,1.0,351.996
1310.0,61.55,97.71,4276.94,3.58,Highly_Active,4.0,192.46229999999997
1738.0,51.8,100.0,14386.52,6.75,Sedentary,4.0,503.5282000000001
1545.0,90.66,96.89,1428.99,9.66,Active,1.0,57.159600000000005
3461.0,61.91,100.0,12082.25,7.74,Highly_Active,2.0,543.70125
1250.0,69.65,96.78,10525.42,2.92,Highly_Active,2.0,473.6439
1758.0,81.32,96.55,615.92,5.71,Sedentary,6.0,21.5572
2804.0,66.31,99.41,344.63,8.16,Active,7.0,13.7852
4212.0,68.4,100.0,1025.64,4.06,Active,8.0,41.025600000000004
2297.0,65.22,99.84,13064.55,5.34,Highly_Active,4.0,587.9047499999999
2631.0,75.26,100.0,4918.87,5.71,Sedentary,5.0,172.16045000000003
4810.0,71.14,97.62,6466.14,8.89,Sedentary,9.0,226.31490000000002
2914.0,90.96,97.0,9523.88,6.77,Highly_Active,1.0,428.5746
4110.0,98.74,100.0,12401.86,6.55,Sedentary,1.0,434.0651000000001
1813.0,93.75,100.0,5077.75,5.12,Sedentary,7.0,177.72125000000003
1028.0,77.07,97.28,3762.1,4.85,Active,4.0,150.484
1957.0,99.88,100.0,1526.59,6.66,Active,10.0,61.0636
3032.0,109.54,100.0,6546.89,6.38,Active,2.0,261.8756
1476.0,77.72,97.7,5587.64,4.67,Sedentary,3.0,195.56740000000002
1317.0,60.14,98.33,2408.88,6.85,Active,3.0,96.35520000000001
1244.0,94.68,95.63,4136.71,6.59,Highly_Active,4.0,186.15195
1747.0,56.95,97.98,9420.13,6.04,Highly_Active,8.0,423.90584999999993
1696.0,61.7,96.82,6904.74,8.29,Highly_Active,8.0,310.7133
1271.0,43.76,97.59,4600.96,6.48,Active,1.0,184.0384
4511.0,85.91,95.37,2225.22,6.14,Highly_Active,10.0,100.13489999999999
2771.0,40.27,100.0,7718.43,8.2,Sedentary,6.0,270.14505
2262.0,89.89,100.0,6915.6,6.27,Sedentary,8.0,242.04600000000005
3424.0,102.14,100.0,4290.44,5.9,Sedentary,8.0,150.1654
1265.0,100.92,98.08,1907.48,4.74,Highly_Active,6.0,85.8366
3973.0,56.01,97.38,1345.56,6.59,Highly_Active,8.0,60.5502
1920.0,75.26,98.61,2902.24,7.9,Highly_Active,8.0,130.6008
4430.0,65.36,98.74,16756.37,5.87,Sedentary,7.0,586.47295
1339.0,88.19,100.0,9813.74,4.51,Active,4.0,392.5496
1388.0,75.26,98.37,15519.34,8.02,Active,5.0,620.7736
3624.0,84.97,98.23,12942.71,8.08,Highly_Active,2.0,582.4219499999999
4760.0,82.92,99.6,4298.83,7.38,Sedentary,5.0,150.45905000000002
3050.0,75.26,94.28,5291.75,6.64,Sedentary,3.0,185.21125
4500.0,67.83,100.0,1300.82,7.13,Sedentary,1.0,45.5287
2165.0,63.33,99.52,8932.6,4.17,Highly_Active,10.0,401.967
1375.0,57.16,98.93,3836.65,5.63,Sedentary,6.0,134.28275000000002
4741.0,81.49,99.28,1231.06,7.51,Sedentary,10.0,43.0871
3033.0,72.31,99.87,701.49,7.01,Active,10.0,28.0596
3371.0,87.37,100.0,8338.2,7.85,Active,8.0,333.528
1145.0,68.24,97.29,4607.2,8.8,Active,10.0,184.28799999999998
2981.0,84.43,100.0,63.25,4.65,Sedentary,1.0,2.21375
1292.0,69.24,98.88,12181.44,7.23,Highly_Active,10.0,548.1648
4736.0,72.56,96.48,6763.19,6.11,Active,10.0,270.5276
1431.0,73.98,100.0,273.93,5.83,Highly_Active,1.0,12.32685
1704.0,49.5,98.76,2543.73,10.21,Active,1.0,101.7492
3996.0,72.9,98.8,8971.16,4.14,Highly_Active,9.0,403.7022
3632.0,60.18,98.97,9329.34,6.15,Sedentary,7.0,326.5269
1398.0,103.65,99.78,4920.9,6.57,Active,2.0,196.83599999999998
3864.0,75.07,97.21,10690.41,3.54,Active,3.0,427.6164
4960.0,65.6,97.94,13528.6,5.03,Highly_Active,5.0,608.787
4415.0,65.14,100.0,10219.84,6.57,Active,7.0,408.7936
1963.0,95.56,96.14,569.04,4.41,Sedentary,1.0,19.9164
4211.0,62.63,100.0,4318.15,7.93,Highly_Active,10.0,194.31674999999998
3234.0,79.47,98.1,2686.63,7.37,Highly_Active,6.0,120.89835
3041.0,88.25,100.0,4980.02,4.12,Active,7.0,199.20080000000002
3108.0,66.56,97.22,929.89,7.06,Highly_Active,3.0,41.84505
1938.0,87.59,97.22,14048.46,4.44,Highly_Active,2.0,632.1806999999999
1806.0,93.35,98.34,11151.14,10.53,Active,9.0,446.0456
2463.0,65.8,98.5,4386.02,8.14,Sedentary,9.0,153.51070000000004
4390.0,72.37,99.36,1372.11,5.59,Active,3.0,54.8844
2325.0,79.64,97.56,6559.26,4.5,Sedentary,6.0,229.57410000000002
4415.0,67.02,99.31,6597.95,5.26,Sedentary,4.0,230.92825000000002
1010.0,86.35,100.0,2663.03,8.78,Active,10.0,106.52120000000001
2551.0,58.44,100.0,6714.79,9.55,Sedentary,1.0,235.01765000000003
2868.0,66.38,96.37,867.42,5.28,Active,6.0,34.696799999999996
4224.0,75.38,98.91,15892.34,6.11,Sedentary,3.0,556.2319000000001
4782.0,59.15,98.76,4471.48,8.41,Sedentary,1.0,156.5018
3611.0,76.18,97.46,10124.18,4.86,Sedentary,4.0,354.34630000000004
1771.0,81.02,100.0,7067.3,7.97,Sedentary,3.0,247.35550000000003
2594.0,51.21,98.77,21.48,4.49,Active,6.0,0.8592000000000001
2607.0,99.81,95.71,910.75,7.92,Highly_Active,5.0,40.98375
4731.0,101.84,94.76,10436.46,5.22,Active,7.0,417.4584
2333.0,75.34,96.89,15715.24,9.44,Highly_Active,1.0,707.1858
1884.0,88.4,97.51,3150.03,7.99,Highly_Active,3.0,141.75135
4314.0,81.79,100.0,2601.34,5.88,Sedentary,4.0,91.04690000000001
2389.0,95.73,98.0,6623.51,8.47,Active,5.45,264.9404
4178.0,60.6,100.0,1697.94,7.22,Active,4.0,67.91760000000001
1225.0,88.31,98.87,7083.19,5.06,Active,10.0,283.3276
1824.0,92.27,98.46,11293.09,9.88,Active,9.0,451.72360000000003
1936.0,83.99,95.35,8473.04,6.55,Sedentary,7.0,296.55640000000005
3800.0,70.39,99.52,14307.18,5.95,Sedentary,8.0,500.75130000000007
3553.0,56.93,95.15,877.4,6.6,Sedentary,8.0,30.709000000000003
3306.0,75.26,98.5,4047.53,5.57,Sedentary,5.0,141.66355000000001
2911.0,54.91,98.42,13305.81,5.31,Highly_Active,9.0,598.76145
4845.0,100.22,99.01,3241.22,6.85,Highly_Active,4.0,145.8549
2796.0,93.71,98.8,9582.34,6.7,Active,2.0,383.2936
1053.0,75.34,100.0,3584.86,6.94,Sedentary,4.0,125.47010000000002
4118.0,89.06,97.1,8576.65,5.55,Active,7.0,343.066
1726.0,75.26,96.98,945.86,5.1,Highly_Active,7.0,42.5637
3736.0,64.96,97.28,5644.38,5.08,Highly_Active,2.0,253.9971
2544.0,77.01,99.98,3340.17,7.66,Highly_Active,8.0,150.30765
2043.0,84.64,97.57,6264.98,6.8,Active,3.0,250.5992
2913.0,77.12,99.92,8023.57,7.01,Active,6.0,320.9428
2776.0,79.29,96.67,983.17,6.41,Active,1.0,39.3268
2914.0,55.83,97.19,369.41,8.44,Sedentary,10.0,12.929350000000001
4561.0,76.06,98.01,514.3,7.67,Highly_Active,1.0,23.143499999999996
3466.0,77.72,100.0,551.3,6.24,Sedentary,1.0,19.2955
3737.0,59.23,99.96,14313.96,5.79,Sedentary,8.0,500.9886
1849.0,83.57,97.46,9128.85,8.04,Active,5.0,365.154
4216.0,77.34,100.0,482.15,6.04,Active,8.0,19.285999999999998
3263.0,75.24,97.81,8236.22,4.56,Active,3.0,329.4488
1002.0,55.99,99.11,5334.02,9.04,Sedentary,6.0,186.69070000000002
1159.0,55.74,99.64,7134.78,4.81,Highly_Active,7.0,321.0651
4810.0,80.92,96.79,5035.24,6.93,Highly_Active,2.0,226.58579999999998
1780.0,75.26,95.6,7874.99,9.24,Active,7.0,314.9996
4191.0,63.63,99.42,16630.54,5.99,Active,1.0,665.2216000000001
1892.0,79.18,95.39,6198.19,6.43,Highly_Active,7.0,278.91855
3030.0,105.56,96.23,15871.6,7.78,Sedentary,1.0,555.5060000000001
4160.0,69.04,98.0,10668.04,4.71,Highly_Active,9.0,480.0618
3376.0,105.76,98.97,14013.43,4.0,Highly_Active,10.0,630.60435
1579.0,73.86,98.88,7536.26,5.96,Active,5.0,301.4504
2933.0,83.46,97.18,5117.48,6.62,Highly_Active,8.0,230.28659999999996
2380.0,89.4,100.0,504.64,6.6,Highly_Active,7.0,22.7088
4681.0,90.49,96.34,12608.53,8.63,Sedentary,5.0,441.2985500000001
2640.0,71.55,94.7,261.45,6.28,Active,3.0,10.458
1951.0,87.42,98.36,5124.25,8.76,Sedentary,2.0,179.34875000000002
4156.0,81.36,98.01,7007.52,6.08,Highly_Active,6.0,315.33840000000004
3682.0,68.46,99.53,7589.47,9.48,Sedentary,9.0,265.63145000000003
1987.0,96.14,99.33,7754.61,6.15,Sedentary,10.0,271.41135
4612.0,81.86,97.95,7423.6,5.46,Sedentary,8.0,259.826
4720.0,63.76,98.0,11558.83,6.44,Active,1.0,462.3532
2218.0,62.01,96.93,10268.33,6.89,Active,5.45,410.7332
1920.0,104.38,97.08,11730.32,5.88,Sedentary,2.0,410.56120000000004
3785.0,67.61,100.0,4316.7,7.1,Sedentary,6.0,151.08450000000002
2355.0,86.29,97.81,454.15,6.28,Sedentary,10.0,15.89525
1169.0,80.65,100.0,7143.32,8.4,Highly_Active,8.0,321.44939999999997
1520.0,85.78,98.42,1651.96,7.26,Active,5.0,66.0784
2486.0,103.68,97.85,13738.91,6.52,Active,1.0,549.5564
1039.0,89.96,97.07,8952.53,6.03,Highly_Active,2.0,402.86385
3274.0,87.54,99.04,10163.15,7.7,Active,1.0,406.526
4332.0,72.05,95.97,2362.25,6.55,Highly_Active,8.0,106.30125
2418.0,65.03,97.94,7017.79,5.82,Highly_Active,1.0,315.80055
1954.0,111.29,98.22,5256.68,5.42,Highly_Active,1.0,236.5506
4297.0,74.37,98.4,2188.15,7.55,Highly_Active,6.0,98.46675
1983.0,73.4,98.0,11707.6,5.79,Active,6.0,468.30400000000003
4195.0,79.33,97.23,5588.91,6.05,Highly_Active,6.0,251.50095
1974.0,77.87,98.63,1481.86,7.33,Highly_Active,3.0,66.68369999999999
1037.0,98.89,98.45,2549.39,8.11,Highly_Active,8.0,114.72254999999998
3375.0,83.09,100.0,1803.31,7.39,Highly_Active,1.0,81.14895
2274.0,55.35,97.6,2621.84,7.78,Sedentary,4.0,91.76440000000001
4972.0,65.11,95.65,1459.24,7.56,Highly_Active,9.0,65.6658
2625.0,90.38,95.91,8288.81,7.09,Sedentary,7.0,290.10835000000003
1036.0,85.97,98.0,2495.02,4.86,Highly_Active,6.0,112.2759
4387.0,88.24,98.8,15.09,2.71,Active,4.0,0.6036
1795.0,62.77,97.13,4335.86,5.01,Active,2.0,173.43439999999998
1972.0,89.18,93.2,2167.89,8.43,Active,6.0,86.7156
1592.0,74.08,99.39,1140.29,8.05,Active,5.0,45.6116
2137.0,75.64,98.27,5795.87,7.46,Active,2.0,231.8348
4111.0,75.48,98.16,3683.82,7.25,Highly_Active,5.0,165.7719
2324.0,84.75,96.57,3889.12,5.38,Sedentary,8.0,136.1192
3271.0,58.43,97.8,15775.27,6.69,Active,2.0,631.0108
1317.0,75.26,99.21,5769.86,7.02,Active,1.0,230.7944
3396.0,88.06,98.79,3441.04,6.6,Active,5.45,137.6416
3162.0,70.48,95.82,2049.24,6.42,Highly_Active,9.0,92.21579999999999
3745.0,75.04,96.61,3917.63,8.45,Highly_Active,4.0,176.29335
2346.0,62.11,99.33,13856.84,8.02,Highly_Active,3.0,623.5577999999999
4111.0,77.96,100.0,3315.05,7.9,Highly_Active,1.0,149.17725000000002
2889.0,78.06,96.07,1641.04,6.84,Active,2.0,65.6416
3087.0,69.94,97.62,17216.28,8.25,Active,9.0,688.6512
4930.0,56.25,97.25,1091.97,4.7,Sedentary,7.0,38.21895000000001
2996.0,81.86,97.57,2470.63,6.6,Sedentary,1.0,86.47205000000001
2772.0,69.58,98.0,1598.38,7.56,Sedentary,7.0,55.94330000000001
2312.0,63.76,94.31,5840.23,7.32,Sedentary,4.0,204.40805
2285.0,94.14,99.14,3677.33,7.06,Sedentary,2.0,128.70655000000002
1215.0,60.37,100.0,2369.55,7.89,Active,6.0,94.78200000000001
4218.0,83.43,97.07,10224.96,8.66,Sedentary,10.0,357.8736
3383.0,52.51,98.57,7636.94,4.9,Highly_Active,6.0,343.66229999999996
3139.0,82.24,97.65,2617.65,5.42,Highly_Active,5.0,117.79425
3400.0,69.96,96.78,13063.02,8.11,Highly_Active,5.0,587.8359
3618.0,57.47,99.39,2521.84,7.59,Active,5.45,100.87360000000001
4642.0,89.25,98.5,63.55,5.04,Highly_Active,9.0,2.8597499999999996
3863.0,80.57,96.68,1145.03,6.49,Active,10.0,45.8012
2704.0,75.26,99.56,4971.63,4.25,Highly_Active,10.0,223.72335
1362.0,59.04,100.0,413.89,5.7,Sedentary,3.0,14.48615
3604.0,49.38,97.7,12487.15,4.8,Active,9.0,499.486
2716.0,74.37,96.27,245.9,7.38,Active,9.0,9.836
2193.0,76.16,97.05,786.66,6.93,Active,6.0,31.4664
1355.0,50.48,97.18,550.5,5.77,Highly_Active,2.0,24.7725
1190.0,53.8,99.74,7954.05,6.34,Sedentary,1.0,278.39175000000006
4738.0,63.59,94.26,5763.26,6.06,Sedentary,8.0,201.71410000000003
3469.0,64.54,97.88,3111.53,5.1,Highly_Active,4.0,140.01885000000001
3054.0,68.8,96.56,3494.37,6.49,Sedentary,7.0,122.30295000000001
3180.0,86.14,99.04,8023.74,7.38,Active,5.0,320.9496
4818.0,91.44,96.67,686.47,6.48,Highly_Active,4.0,30.89115
1556.0,83.34,97.72,13594.09,9.57,Highly_Active,4.0,611.73405
4189.0,75.26,99.73,454.82,5.61,Sedentary,7.0,15.918700000000001
3808.0,70.44,97.43,6558.91,6.44,Sedentary,8.0,229.56185000000002
2054.0,72.51,100.0,1467.69,7.23,Sedentary,8.0,51.369150000000005
3582.0,74.18,96.4,672.8,7.16,Highly_Active,7.0,30.275999999999996
4465.0,63.54,98.0,7695.78,6.42,Highly_Active,1.0,346.3101
3719.0,54.57,98.62,903.21,6.38,Sedentary,1.0,31.612350000000003
3410.0,61.1,100.0,4519.8,7.52,Sedentary,3.0,158.193
4508.0,71.12,98.86,3647.39,5.46,Sedentary,3.0,127.65865000000001
4741.0,63.88,100.0,3903.64,2.85,Active,1.0,156.1456
2574.0,62.2,98.62,20104.3,5.99,Active,5.0,804.172
4998.0,72.03,100.0,3005.04,9.03,Highly_Active,8.0,135.2268
3403.0,78.0,96.83,5411.26,4.15,Active,7.0,216.4504
4329.0,68.7,97.1,12937.46,7.51,Active,3.0,517.4984
4789.0,51.49,97.52,3003.26,6.81,Highly_Active,10.0,135.1467
1588.0,59.53,100.0,620.09,5.94,Sedentary,2.0,21.703150000000004
3012.0,70.08,96.87,617.26,4.88,Active,6.0,24.6904
1519.0,68.28,98.84,5975.67,5.28,Sedentary,10.0,209.14845000000003
1294.0,53.8,98.21,18606.41,5.66,Highly_Active,5.0,837.28845
2985.0,85.15,98.46,517.19,9.25,Sedentary,10.0,18.101650000000003
2247.0,79.68,98.12,8178.38,7.46,Highly_Active,8.0,368.0271
2548.0,65.99,97.27,5798.78,5.44,Active,7.0,231.9512
4117.0,72.54,95.75,7393.91,5.69,Highly_Active,7.0,332.72594999999995
2136.0,87.8,99.49,511.82,5.85,Sedentary,6.0,17.913700000000002
2256.0,106.03,98.94,543.67,6.52,Sedentary,6.0,19.02845
3064.0,65.33,98.42,1983.27,6.28,Active,5.0,79.3308
1359.0,93.36,100.0,1682.38,6.65,Sedentary,5.0,58.88330000000001
4294.0,62.09,100.0,945.59,3.5,Highly_Active,2.0,42.55155
3913.0,67.02,96.12,2152.17,7.7,Highly_Active,6.0,96.84765
1699.0,96.51,100.0,5344.59,5.66,Highly_Active,9.0,240.50655
1447.0,73.2,95.6,20902.39,7.86,Highly_Active,2.0,940.60755
3903.0,85.3,97.13,17881.49,9.79,Active,1.0,715.2596000000001
3412.0,70.96,98.33,2219.43,4.32,Sedentary,3.0,77.68005000000001
1674.0,47.96,99.68,4980.02,6.65,Sedentary,10.0,174.30070000000003
2349.0,71.75,98.16,4529.3,7.09,Active,9.0,181.172
3461.0,64.01,95.08,5399.91,5.96,Sedentary,10.0,188.99685000000002
4526.0,86.7,98.88,15223.09,5.27,Highly_Active,10.0,685.03905
1585.0,85.6,97.75,4149.57,8.94,Sedentary,10.0,145.23495
2256.0,51.64,99.14,6810.45,9.29,Sedentary,3.0,238.36575000000002
2247.0,77.57,97.06,5371.18,6.07,Sedentary,5.0,187.99130000000002
1993.0,88.16,97.25,1738.13,4.78,Active,3.0,69.52520000000001
4902.0,93.01,100.0,10101.48,5.24,Highly_Active,6.0,454.56659999999994
2435.0,84.7,96.44,394.55,6.56,Active,6.0,15.782
1571.0,86.02,97.64,3150.44,4.4,Active,8.0,126.0176
3382.0,66.9,96.98,14276.31,7.28,Sedentary,7.0,499.67085000000003
2245.0,56.56,98.27,4889.7,6.21,Sedentary,2.0,171.1395
3084.0,70.34,98.6,565.78,7.03,Active,1.0,22.6312
1988.0,56.22,100.0,1628.21,7.09,Highly_Active,6.0,73.26944999999999
1277.0,63.91,96.9,812.9,8.57,Sedentary,10.0,28.451500000000003
2219.0,75.26,97.49,2276.56,7.45,Sedentary,4.0,79.67960000000001
3963.0,60.89,98.49,1264.88,6.94,Sedentary,9.0,44.27080000000001
2887.0,82.98,94.41,8712.37,6.87,Sedentary,2.0,304.93295000000006
1483.0,59.81,100.0,7539.87,3.53,Highly_Active,6.0,339.29415
4395.0,89.84,99.44,4121.39,7.42,Active,10.0,164.8556
1730.0,92.84,100.0,2455.26,6.32,Highly_Active,8.0,110.4867
3239.0,64.66,99.21,4980.02,9.0,Sedentary,1.0,174.30070000000003
2040.0,78.0,99.4,6005.82,4.27,Sedentary,9.0,210.2037
3571.0,59.36,98.21,16026.93,5.39,Highly_Active,10.0,721.21185
1917.0,78.26,96.33,15933.31,5.55,Highly_Active,5.0,716.9989499999999
3448.0,48.48,99.58,3729.37,6.51,Active,7.0,149.1748
4977.0,90.93,95.19,3496.84,5.53,Active,7.0,139.8736
1885.0,65.33,95.64,5108.33,4.64,Highly_Active,9.0,229.87484999999998
3752.0,79.54,97.09,4498.71,5.97,Sedentary,4.0,157.45485000000002
1021.0,82.33,99.04,446.43,8.02,Sedentary,10.0,15.625050000000002
1473.0,66.69,95.53,6051.69,7.63,Active,9.0,242.0676
4191.0,63.03,99.35,6151.83,5.46,Sedentary,8.0,215.31405
3257.0,73.2,98.88,4189.15,5.94,Sedentary,8.0,146.62025
3353.0,87.04,98.16,3740.63,5.33,Highly_Active,1.0,168.32835
4341.0,72.8,94.66,19571.95,4.61,Active,8.0,782.878
1703.0,84.04,99.84,6428.47,7.14,Active,9.0,257.1388
1686.0,86.91,97.51,11860.38,4.58,Highly_Active,1.0,533.7171
1715.0,73.31,97.02,11628.87,9.23,Active,1.0,465.1548
4747.0,77.08,94.88,20050.42,7.06,Active,10.0,802.0168
2250.0,69.85,99.9,1305.32,7.39,Sedentary,8.0,45.6862
1947.0,92.07,100.0,1801.7,5.77,Highly_Active,5.0,81.0765
3428.0,78.83,99.11,1508.79,7.05,Active,7.0,60.3516
3507.0,63.95,99.51,2721.56,6.97,Active,7.0,108.8624
2030.0,74.37,100.0,3069.46,5.56,Sedentary,2.0,107.43110000000001
1028.0,58.19,100.0,11668.8,2.73,Active,1.0,466.75199999999995
1906.0,54.81,99.18,3133.33,4.93,Highly_Active,7.0,140.99984999999998
4104.0,84.1,96.8,9093.59,5.09,Highly_Active,8.0,409.21155
4717.0,86.97,94.04,16390.5,7.25,Highly_Active,8.0,737.5725
3926.0,74.5,98.13,851.64,4.28,Highly_Active,5.0,38.3238
3126.0,75.26,98.35,1.83,9.31,Highly_Active,1.0,0.08235
4999.0,66.35,100.0,15366.08,8.94,Active,4.0,614.6432
3994.0,77.55,99.33,1905.01,8.08,Highly_Active,7.0,85.72545
1569.0,90.15,96.22,2448.98,3.38,Highly_Active,4.0,110.2041
3006.0,73.86,98.18,1440.79,7.75,Active,1.0,57.6316
4609.0,72.55,100.0,11047.34,5.38,Active,7.0,441.8936
4553.0,69.35,97.59,7045.58,7.68,Highly_Active,3.0,317.05109999999996
2453.0,53.83,95.43,1281.61,7.4,Sedentary,3.0,44.85635
1737.0,67.76,96.29,6132.15,5.84,Sedentary,6.0,214.62525
